"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2020 General Election","37070","TOWN OF RIETBROCK - MARATHON COUNTY","95","95","82","11"
"2020 General Election","37072","TOWN OF RINGLE - MARATHON COUNTY","466","464","424","89"
"2020 General Election","37074","TOWN OF SPENCER - MARATHON COUNTY","272","272","234","27"
"2020 General Election","37076","TOWN OF STETTIN - MARATHON COUNTY","727","722","682","98"
"2020 General Election","37078","TOWN OF TEXAS - MARATHON COUNTY","386","383","339","34"
"2020 General Election","37080","TOWN OF WAUSAU - MARATHON COUNTY","614","608","534","83"
"2020 General Election","37082","TOWN OF WESTON - MARATHON COUNTY","174","174","159","30"
"2020 General Election","37084","TOWN OF WIEN - MARATHON COUNTY","104","102","89","21"
"2020 General Election","37102","VILLAGE OF ATHENS - MARATHON COUNTY","238","238","225","78"
"2020 General Election","37121","VILLAGE OF EDGAR - MARATHON COUNTY","330","328","300","81"
"2020 General Election","37122","VILLAGE OF ELDERON - MARATHON COUNTY","8","8","7","2"
"2020 General Election","37126","VILLAGE OF FENWOOD - MARATHON COUNTY","23","23","16","3"
"2020 General Election","37136","VILLAGE OF HATLEY - MARATHON COUNTY","78","78","67","2"
"2020 General Election","37145","VILLAGE OF KRONENWETTER - MARATHON COUNTY","3388","3386","3295","1500"
"2020 General Election","37146","VILLAGE OF MAINE - MARATHON COUNTY","876","869","819","91"
"2020 General Election","37151","VILLAGE OF MARATHON CITY - MARATHON COUNTY","356","356","342","136"
"2020 General Election","37176","VILLAGE OF ROTHSCHILD - MARATHON COUNTY","2040","2039","1957","730"
"2020 General Election","37181","VILLAGE OF SPENCER - MARATHON COUNTY","345","345","329","118"
"2020 General Election","37182","VILLAGE OF STRATFORD - MARATHON COUNTY","451","446","414","213"
"2020 General Election","37186","VILLAGE OF UNITY - MULTIPLE COUNTIES","32","29","20","1"
"2020 General Election","37192","VILLAGE OF WESTON - MARATHON COUNTY","5379","5372","5056","1540"
"2020 General Election","37251","CITY OF MOSINEE - MARATHON COUNTY","1262","1262","1180","443"
"2020 General Election","37281","CITY OF SCHOFIELD - MARATHON COUNTY","655","649","626","270"
"2020 General Election","37291","CITY OF WAUSAU - MARATHON COUNTY","12611","12598","11905","3245"
"2020 General Election","38002","TOWN OF AMBERG - MARINETTE COUNTY","194","190","168","103"
"2020 General Election","38004","TOWN OF ATHELSTANE - MARINETTE COUNTY","156","156","139","44"
"2020 General Election","38006","TOWN OF BEAVER - MARINETTE COUNTY","215","215","197","57"
"2020 General Election","38008","TOWN OF BEECHER - MARINETTE COUNTY","140","139","122","31"
"2020 General Election","38010","TOWN OF DUNBAR - MARINETTE COUNTY","114","108","97","24"
"2020 General Election","38012","TOWN OF GOODMAN - MARINETTE COUNTY","127","127","110","37"
"2020 General Election","38014","TOWN OF GROVER - MARINETTE COUNTY","470","469","433","145"
"2020 General Election","38016","TOWN OF LAKE - MARINETTE COUNTY","329","329","276","70"
"2020 General Election","38018","TOWN OF MIDDLE INLET - MARINETTE COUNTY","227","226","185","30"
"2020 General Election","38020","TOWN OF NIAGARA - MARINETTE COUNTY","237","237","221","44"
"2020 General Election","38022","TOWN OF PEMBINE - MARINETTE COUNTY","147","147","129","43"
"2020 General Election","38024","TOWN OF PESHTIGO - MARINETTE COUNTY","1562","1556","1472","625"
"2020 General Election","38026","TOWN OF PORTERFIELD - MARINETTE COUNTY","556","554","503","62"
"2020 General Election","38028","TOWN OF POUND - MARINETTE COUNTY","250","250","230","34"
"2020 General Election","38030","TOWN OF SILVER CLIFF - MARINETTE COUNTY","159","159","146","34"
"2020 General Election","38032","TOWN OF STEPHENSON - MARINETTE COUNTY","1059","1051","958","357"
"2020 General Election","38034","TOWN OF WAGNER - MARINETTE COUNTY","151","151","129","2"
"2020 General Election","38036","TOWN OF WAUSAUKEE - MARINETTE COUNTY","371","370","345","183"
"2020 General Election","38111","VILLAGE OF COLEMAN - MARINETTE COUNTY","149","149","143","56"
"2020 General Election","38121","VILLAGE OF CRIVITZ - MARINETTE COUNTY","214","213","198","55"
"2020 General Election","38171","VILLAGE OF POUND - MARINETTE COUNTY","47","47","45","24"
"2020 General Election","38191","VILLAGE OF WAUSAUKEE - MARINETTE COUNTY","80","80","75","33"
"2020 General Election","38251","CITY OF MARINETTE - MARINETTE COUNTY","3014","3013","2834","1010"
"2020 General Election","38261","CITY OF NIAGARA - MARINETTE COUNTY","415","415","387","133"
"2020 General Election","38271","CITY OF PESHTIGO - MARINETTE COUNTY","894","892","836","320"
"2020 General Election","39002","TOWN OF BUFFALO - MARQUETTE COUNTY","227","227","207","24"
"2020 General Election","39004","TOWN OF CRYSTAL LAKE - MARQUETTE COUNTY","120","119","94","7"
"2020 General Election","39006","TOWN OF DOUGLAS - MARQUETTE COUNTY","186","185","158","68"
"2020 General Election","39008","TOWN OF HARRIS - MARQUETTE COUNTY","205","194","189","33"
"2020 General Election","39010","TOWN OF MECAN - MARQUETTE COUNTY","166","164","145","6"
"2020 General Election","39012","TOWN OF MONTELLO - MARQUETTE COUNTY","327","327","286","70"
"2020 General Election","39014","TOWN OF MOUNDVILLE - MARQUETTE COUNTY","89","83","70","14"
"2020 General Election","39016","TOWN OF NESHKORO - MARQUETTE COUNTY","145","142","108","14"
"2020 General Election","39018","TOWN OF NEWTON - MARQUETTE COUNTY","85","77","58","8"
"2020 General Election","39020","TOWN OF OXFORD - MARQUETTE COUNTY","178","175","160","22"
"2020 General Election","39022","TOWN OF PACKWAUKEE - MARQUETTE COUNTY","401","393","367","123"
"2020 General Election","39024","TOWN OF SHIELDS - MARQUETTE COUNTY","106","89","64","2"
"2020 General Election","39026","TOWN OF SPRINGFIELD - MARQUETTE COUNTY","164","156","136","8"
"2020 General Election","39028","TOWN OF WESTFIELD - MARQUETTE COUNTY","229","214","181","14"
"2020 General Election","39121","VILLAGE OF ENDEAVOR - MARQUETTE COUNTY","54","54","48","11"
"2020 General Election","39161","VILLAGE OF NESHKORO - MARQUETTE COUNTY","57","55","46","11"
"2020 General Election","39165","VILLAGE OF OXFORD - MARQUETTE COUNTY","81","78","71","25"
"2020 General Election","39191","VILLAGE OF WESTFIELD - MARQUETTE COUNTY","159","154","141","40"
"2020 General Election","39251","CITY OF MONTELLO - MARQUETTE COUNTY","358","352","328","84"
"2020 General Election","40001","TOWN OF MENOMINEE - MENOMINEE COUNTY","629","616","560","175"
"2020 General Election","41106","VILLAGE OF BAYSIDE - MULTIPLE COUNTIES","2828","2826","2694","382"
"2020 General Election","41107","VILLAGE OF BROWN DEER - MILWAUKEE COUNTY","5681","5678","5413","1705"
"2020 General Election","41126","VILLAGE OF FOX POINT - MILWAUKEE COUNTY","4110","4108","3957","868"
"2020 General Election","41131","VILLAGE OF GREENDALE - MILWAUKEE COUNTY","6892","6875","6581","2379"
"2020 General Election","41136","VILLAGE OF HALES CORNERS - MILWAUKEE COUNTY","3526","3525","3403","1450"
"2020 General Election","41176","VILLAGE OF RIVER HILLS - MILWAUKEE COUNTY","974","973","910","260"
"2020 General Election","41181","VILLAGE OF SHOREWOOD - MILWAUKEE COUNTY","8219","8216","7952","1876"
"2020 General Election","41191","VILLAGE OF WEST MILWAUKEE - MILWAUKEE COUNTY","1006","1004","898","319"
"2020 General Election","41192","VILLAGE OF WHITEFISH BAY - MILWAUKEE COUNTY","8618","8613","8255","1667"
"2020 General Election","41211","CITY OF CUDAHY - MILWAUKEE COUNTY","6856","6852","6470","2635"
"2020 General Election","41226","CITY OF FRANKLIN - MILWAUKEE COUNTY","16534","16515","16033","5261"
"2020 General Election","41231","CITY OF GLENDALE - MILWAUKEE COUNTY","7310","7307","6919","1703"
"2020 General Election","41236","CITY OF GREENFIELD - MILWAUKEE COUNTY","16251","16245","15581","5938"
"2020 General Election","41251","CITY OF MILWAUKEE - MULTIPLE COUNTIES","183038","182734","169426","60296"
"2020 General Election","41265","CITY OF OAK CREEK - MILWAUKEE COUNTY","15396","15378","14832","5592"
"2020 General Election","41281","CITY OF ST. FRANCIS - MILWAUKEE COUNTY","4189","4188","3997","1491"
"2020 General Election","41282","CITY OF SOUTH MILWAUKEE - MILWAUKEE COUNTY","7493","7468","7063","2559"
"2020 General Election","41291","CITY OF WAUWATOSA - MILWAUKEE COUNTY","26605","26583","25445","6514"
"2020 General Election","41292","CITY OF WEST ALLIS - MILWAUKEE COUNTY","20915","20892","19799","6122"
"2020 General Election","42002","TOWN OF ADRIAN - MONROE COUNTY","93","93","69","11"
"2020 General Election","42004","TOWN OF ANGELO - MONROE COUNTY","252","249","190","69"
"2020 General Election","42006","TOWN OF BYRON - MONROE COUNTY","195","193","140","64"
"2020 General Election","42008","TOWN OF CLIFTON - MONROE COUNTY","58","58","51","18"
"2020 General Election","42010","TOWN OF GLENDALE - MONROE COUNTY","105","105","84","14"
"2020 General Election","42012","TOWN OF GRANT - MONROE COUNTY","65","63","45","11"
"2020 General Election","42014","TOWN OF GREENFIELD - MONROE COUNTY","121","121","101","9"
"2020 General Election","42016","TOWN OF JEFFERSON - MONROE COUNTY","102","102","74","10"
"2020 General Election","42018","TOWN OF LAFAYETTE - MONROE COUNTY","45","44","15","0"
"2020 General Election","42020","TOWN OF LA GRANGE - MONROE COUNTY","566","562","506","230"
"2020 General Election","42022","TOWN OF LEON - MONROE COUNTY","213","213","173","46"
"2020 General Election","42024","TOWN OF LINCOLN - MONROE COUNTY","128","126","104","14"
"2020 General Election","42026","TOWN OF LITTLE FALLS - MONROE COUNTY","288","287","241","110"
"2020 General Election","42028","TOWN OF NEW LYME - MONROE COUNTY","26","26","16","0"
"2020 General Election","42030","TOWN OF OAKDALE - MONROE COUNTY","102","101","78","17"
"2020 General Election","42032","TOWN OF PORTLAND - MONROE COUNTY","135","133","120","25"
"2020 General Election","42034","TOWN OF RIDGEVILLE - MONROE COUNTY","96","95","86","38"
"2020 General Election","42036","TOWN OF SCOTT - MONROE COUNTY","8","8","0","0"
"2020 General Election","42038","TOWN OF SHELDON - MONROE COUNTY","38","38","33","12"
"2020 General Election","42040","TOWN OF SPARTA - MONROE COUNTY","1120","1117","1042","463"
"2020 General Election","42042","TOWN OF TOMAH - MONROE COUNTY","346","343","307","91"
"2020 General Election","42044","TOWN OF WELLINGTON - MONROE COUNTY","79","79","57","10"
"2020 General Election","42046","TOWN OF WELLS - MONROE COUNTY","122","122","112","16"
"2020 General Election","42048","TOWN OF WILTON - MONROE COUNTY","72","72","62","13"
"2020 General Election","42111","VILLAGE OF CASHTON - MONROE COUNTY","124","124","94","17"
"2020 General Election","42141","VILLAGE OF KENDALL - MONROE COUNTY","57","57","46","6"
"2020 General Election","42151","VILLAGE OF MELVINA - MONROE COUNTY","3","3","2","0"
"2020 General Election","42161","VILLAGE OF NORWALK - MONROE COUNTY","50","49","46","16"
"2020 General Election","42165","VILLAGE OF OAKDALE - MONROE COUNTY","29","29","29","6"
"2020 General Election","42185","VILLAGE OF WARRENS - MONROE COUNTY","74","74","59","5"
"2020 General Election","42191","VILLAGE OF WILTON - MONROE COUNTY","84","83","77","8"
"2020 General Election","42192","VILLAGE OF WYEVILLE - MONROE COUNTY","20","20","15","0"
"2020 General Election","42281","CITY OF SPARTA - MONROE COUNTY","2555","2550","2412","954"
"2020 General Election","42286","CITY OF TOMAH - MONROE COUNTY","2196","2184","2057","790"
"2020 General Election","43002","TOWN OF ABRAMS - OCONTO COUNTY","798","774","688","318"
"2020 General Election","43006","TOWN OF BAGLEY - OCONTO COUNTY","58","55","41","1"
"2020 General Election","43008","TOWN OF BRAZEAU - OCONTO COUNTY","367","358","341","114"
"2020 General Election","43010","TOWN OF BREED - OCONTO COUNTY","159","154","105","15"
"2020 General Election","43012","TOWN OF CHASE - OCONTO COUNTY","895","893","838","175"
"2020 General Election","43014","TOWN OF DOTY - OCONTO COUNTY","101","101","98","0"
"2020 General Election","43016","TOWN OF GILLETT - OCONTO COUNTY","137","135","101","19"
"2020 General Election","43018","TOWN OF HOW - OCONTO COUNTY","133","133","90","9"
"2020 General Election","43019","TOWN OF LAKEWOOD - OCONTO COUNTY","291","280","239","84"
"2020 General Election","43020","TOWN OF LENA - OCONTO COUNTY","155","152","137","46"
"2020 General Election","43022","TOWN OF LITTLE RIVER - OCONTO COUNTY","271","269","251","89"
"2020 General Election","43024","TOWN OF LITTLE SUAMICO - OCONTO COUNTY","1835","1834","1772","187"
"2020 General Election","43026","TOWN OF MAPLE VALLEY - OCONTO COUNTY","116","106","65","1"
"2020 General Election","43028","TOWN OF MORGAN - OCONTO COUNTY","309","304","274","82"
"2020 General Election","43029","TOWN OF MOUNTAIN - OCONTO COUNTY","252","252","238","78"
"2020 General Election","43030","TOWN OF OCONTO - OCONTO COUNTY","348","347","283","44"
"2020 General Election","43032","TOWN OF OCONTO FALLS - OCONTO COUNTY","268","264","220","30"
"2020 General Election","43034","TOWN OF PENSAUKEE - OCONTO COUNTY","393","393","359","148"
"2020 General Election","43036","TOWN OF RIVERVIEW - OCONTO COUNTY","292","286","269","68"
"2020 General Election","43038","TOWN OF SPRUCE - OCONTO COUNTY","187","187","158","30"
"2020 General Election","43040","TOWN OF STILES - OCONTO COUNTY","303","300","239","42"
"2020 General Election","43042","TOWN OF TOWNSEND - OCONTO COUNTY","376","372","324","91"
"2020 General Election","43044","TOWN OF UNDERHILL - OCONTO COUNTY","153","153","143","25"
"2020 General Election","43146","VILLAGE OF LENA - OCONTO COUNTY","82","82","81","53"
"2020 General Election","43181","VILLAGE OF SURING - OCONTO COUNTY","88","88","75","37"
"2020 General Election","43231","CITY OF GILLETT - OCONTO COUNTY","227","219","210","0"
"2020 General Election","43265","CITY OF OCONTO - OCONTO COUNTY","1319","1314","1261","571"
"2020 General Election","43266","CITY OF OCONTO FALLS - OCONTO COUNTY","694","693","661","190"
"2020 General Election","44002","TOWN OF CASSIAN - ONEIDA COUNTY","340","336","234","7"
"2020 General Election","44004","TOWN OF CRESCENT - ONEIDA COUNTY","610","606","562","28"
"2020 General Election","44006","TOWN OF ENTERPRISE - ONEIDA COUNTY","85","78","14","0"
"2020 General Election","44008","TOWN OF HAZELHURST - ONEIDA COUNTY","400","393","343","113"
"2020 General Election","44010","TOWN OF LAKE TOMAHAWK - ONEIDA COUNTY","441","441","366","48"
"2020 General Election","44012","TOWN OF LITTLE RICE - ONEIDA COUNTY","84","84","68","9"
"2020 General Election","44014","TOWN OF LYNNE - ONEIDA COUNTY","31","31","12","0"
"2020 General Election","44016","TOWN OF MINOCQUA - ONEIDA COUNTY","2330","2326","2217","641"
"2020 General Election","44018","TOWN OF MONICO - ONEIDA COUNTY","56","53","42","8"
"2020 General Election","44020","TOWN OF NEWBOLD - ONEIDA COUNTY","1029","1028","971","148"
"2020 General Election","44022","TOWN OF NOKOMIS - ONEIDA COUNTY","441","427","392","39"
"2020 General Election","44024","TOWN OF PELICAN - ONEIDA COUNTY","911","904","779","55"
"2020 General Election","44026","TOWN OF PIEHL - ONEIDA COUNTY","15","15","12","2"
"2020 General Election","44028","TOWN OF PINE LAKE - ONEIDA COUNTY","874","872","825","69"
"2020 General Election","44030","TOWN OF SCHOEPKE - ONEIDA COUNTY","94","93","62","1"
"2020 General Election","44032","TOWN OF STELLA - ONEIDA COUNTY","139","137","115","6"
"2020 General Election","44034","TOWN OF SUGAR CAMP - ONEIDA COUNTY","481","479","397","39"
"2020 General Election","44036","TOWN OF THREE LAKES - ONEIDA COUNTY","910","908","868","134"
"2020 General Election","44038","TOWN OF WOODBORO - ONEIDA COUNTY","236","233","184","14"
"2020 General Election","44040","TOWN OF WOODRUFF - ONEIDA COUNTY","793","792","758","224"
"2020 General Election","44276","CITY OF RHINELANDER - ONEIDA COUNTY","2170","2162","2053","380"
"2020 General Election","45002","TOWN OF BLACK CREEK - OUTAGAMIE COUNTY","242","242","216","62"
"2020 General Election","45004","TOWN OF BOVINA - OUTAGAMIE COUNTY","253","253","247","94"
"2020 General Election","45006","TOWN OF BUCHANAN - OUTAGAMIE COUNTY","3352","3350","3265","1429"
"2020 General Election","45008","TOWN OF CENTER - OUTAGAMIE COUNTY","1429","1429","1381","582"
"2020 General Election","45010","TOWN OF CICERO - OUTAGAMIE COUNTY","207","207","194","27"
"2020 General Election","45012","TOWN OF DALE - OUTAGAMIE COUNTY","887","887","858","325"
"2020 General Election","45014","TOWN OF DEER CREEK - OUTAGAMIE COUNTY","77","77","58","5"
"2020 General Election","45016","TOWN OF ELLINGTON - OUTAGAMIE COUNTY","774","774","697","131"
"2020 General Election","45018","TOWN OF FREEDOM - OUTAGAMIE COUNTY","2602","2597","2510","1025"
"2020 General Election","45020","TOWN OF GRAND CHUTE - OUTAGAMIE COUNTY","10528","10522","10155","3379"
"2020 General Election","45022","TOWN OF GREENVILLE - OUTAGAMIE COUNTY","5422","5419","5264","1882"
"2020 General Election","45024","TOWN OF HORTONIA - OUTAGAMIE COUNTY","252","250","210","35"
"2020 General Election","45026","TOWN OF KAUKAUNA - OUTAGAMIE COUNTY","464","464","449","177"
"2020 General Election","45028","TOWN OF LIBERTY - OUTAGAMIE COUNTY","146","146","118","0"
"2020 General Election","45030","TOWN OF MAINE - OUTAGAMIE COUNTY","108","108","92","23"
"2020 General Election","45032","TOWN OF MAPLE CREEK - OUTAGAMIE COUNTY","82","82","74","28"
"2020 General Election","45034","TOWN OF ONEIDA - OUTAGAMIE COUNTY","1226","1226","1174","584"
"2020 General Election","45036","TOWN OF OSBORN - OUTAGAMIE COUNTY","290","290","268","78"
"2020 General Election","45038","TOWN OF SEYMOUR - OUTAGAMIE COUNTY","249","249","225","59"
"2020 General Election","45040","TOWN OF VANDENBROEK - OUTAGAMIE COUNTY","469","468","430","121"
"2020 General Election","45106","VILLAGE OF BEAR CREEK - OUTAGAMIE COUNTY","44","41","40","5"
"2020 General Election","45107","VILLAGE OF BLACK CREEK - OUTAGAMIE COUNTY","236","235","216","35"
"2020 General Election","45111","VILLAGE OF COMBINED LOCKS - OUTAGAMIE COUNTY","1709","1707","1670","740"
"2020 General Election","45136","VILLAGE OF HORTONVILLE - OUTAGAMIE COUNTY","918","916","866","334"
"2020 General Election","45141","VILLAGE OF KIMBERLY - OUTAGAMIE COUNTY","3179","3174","3105","1249"
"2020 General Election","45146","VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY","4604","4589","4400","1552"
"2020 General Election","45155","VILLAGE OF NICHOLS - OUTAGAMIE COUNTY","41","40","38","23"
"2020 General Election","45181","VILLAGE OF SHIOCTON - OUTAGAMIE COUNTY","141","141","138","78"
"2020 General Election","45201","CITY OF APPLETON - MULTIPLE COUNTIES","25794","25771","24255","4288"
"2020 General Election","45241","CITY OF KAUKAUNA - MULTIPLE COUNTIES","6955","6946","6722","2936"
"2020 General Election","45281","CITY OF SEYMOUR - OUTAGAMIE COUNTY","1288","1288","1254","652"
"2020 General Election","46002","TOWN OF BELGIUM - OZAUKEE COUNTY","471","471","433","150"
"2020 General Election","46004","TOWN OF CEDARBURG - OZAUKEE COUNTY","3345","3342","3253","1526"
"2020 General Election","46006","TOWN OF FREDONIA - OZAUKEE COUNTY","692","687","607","255"
"2020 General Election","46008","TOWN OF GRAFTON - OZAUKEE COUNTY","2276","2276","2219","1072"
"2020 General Election","46012","TOWN OF PORT WASHINGTON - OZAUKEE COUNTY","691","691","672","345"
"2020 General Election","46014","TOWN OF SAUKVILLE - OZAUKEE COUNTY","746","745","713","411"
"2020 General Election","46106","VILLAGE OF BELGIUM - OZAUKEE COUNTY","733","733","697","319"
"2020 General Election","46126","VILLAGE OF FREDONIA - OZAUKEE COUNTY","685","684","651","373"
"2020 General Election","46131","VILLAGE OF GRAFTON - OZAUKEE COUNTY","5797","5793","5593","2244"
"2020 General Election","46181","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","1644","1643","1578","831"
"2020 General Election","46186","VILLAGE OF THIENSVILLE - OZAUKEE COUNTY","1741","1740","1678","834"
"2020 General Election","46211","CITY OF CEDARBURG - OZAUKEE COUNTY","6001","5992","5780","2186"
"2020 General Election","46255","CITY OF MEQUON - OZAUKEE COUNTY","14144","14133","13395","4920"
"2020 General Election","46271","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","5568","5565","5394","2296"
"2020 General Election","47002","TOWN OF ALBANY - PEPIN COUNTY","117","114","69","2"
"2020 General Election","47004","TOWN OF DURAND - PEPIN COUNTY","161","142","103","11"
"2020 General Election","47006","TOWN OF FRANKFORT - PEPIN COUNTY","44","43","38","4"
"2020 General Election","47008","TOWN OF LIMA - PEPIN COUNTY","107","107","87","14"
"2020 General Election","47010","TOWN OF PEPIN - PEPIN COUNTY","200","194","142","10"
"2020 General Election","47012","TOWN OF STOCKHOLM - PEPIN COUNTY","68","63","56","5"
"2020 General Election","47014","TOWN OF WATERVILLE - PEPIN COUNTY","81","77","66","3"
"2020 General Election","47016","TOWN OF WAUBEEK - PEPIN COUNTY","103","101","76","3"
"2020 General Election","47171","VILLAGE OF PEPIN - PEPIN COUNTY","173","172","143","34"
"2020 General Election","47181","VILLAGE OF STOCKHOLM - PEPIN COUNTY","26","26","19","6"
"2020 General Election","47216","CITY OF DURAND - PEPIN COUNTY","352","350","300","72"
"2020 General Election","48002","TOWN OF CLIFTON - PIERCE COUNTY","878","876","840","238"
"2020 General Election","48004","TOWN OF DIAMOND BLUFF - PIERCE COUNTY","82","82","72","6"
"2020 General Election","48006","TOWN OF ELLSWORTH - PIERCE COUNTY","243","243","229","67"
"2020 General Election","48008","TOWN OF EL PASO - PIERCE COUNTY","116","116","98","19"
"2020 General Election","48010","TOWN OF GILMAN - PIERCE COUNTY","238","237","199","49"
"2020 General Election","48012","TOWN OF HARTLAND - PIERCE COUNTY","127","127","104","16"
"2020 General Election","48014","TOWN OF ISABELLE - PIERCE COUNTY","26","26","21","6"
"2020 General Election","48016","TOWN OF MAIDEN ROCK - PIERCE COUNTY","156","156","136","36"
"2020 General Election","48018","TOWN OF MARTELL - PIERCE COUNTY","253","253","228","20"
"2020 General Election","48020","TOWN OF OAK GROVE - PIERCE COUNTY","761","760","736","235"
"2020 General Election","48022","TOWN OF RIVER FALLS - PIERCE COUNTY","757","757","676","109"
"2020 General Election","48024","TOWN OF ROCK ELM - PIERCE COUNTY","51","51","35","5"
"2020 General Election","48026","TOWN OF SALEM - PIERCE COUNTY","81","81","74","8"
"2020 General Election","48028","TOWN OF SPRING LAKE - PIERCE COUNTY","99","95","73","9"
"2020 General Election","48030","TOWN OF TRENTON - PIERCE COUNTY","375","375","314","37"
"2020 General Election","48032","TOWN OF TRIMBELLE - PIERCE COUNTY","321","318","281","41"
"2020 General Election","48034","TOWN OF UNION - PIERCE COUNTY","78","73","59","8"
"2020 General Election","48106","VILLAGE OF BAY CITY - PIERCE COUNTY","52","52","41","11"
"2020 General Election","48121","VILLAGE OF ELLSWORTH - PIERCE COUNTY","871","868","792","289"
"2020 General Election","48122","VILLAGE OF ELMWOOD - PIERCE COUNTY","144","141","132","32"
"2020 General Election","48151","VILLAGE OF MAIDEN ROCK - PIERCE COUNTY","18","18","15","1"
"2020 General Election","48171","VILLAGE OF PLUM CITY - PIERCE COUNTY","106","106","94","8"
"2020 General Election","48181","VILLAGE OF SPRING VALLEY - MULTIPLE COUNTIES","267","267","249","56"
"2020 General Election","48271","CITY OF PRESCOTT - PIERCE COUNTY","1275","1274","1215","489"
"2020 General Election","48276","CITY OF RIVER FALLS - MULTIPLE COUNTIES","5282","5276","5119","1471"
"2020 General Election","49002","TOWN OF ALDEN - POLK COUNTY","1085","1084","1023","0"
"2020 General Election","49004","TOWN OF APPLE RIVER - POLK COUNTY","214","214","202","56"
"2020 General Election","49006","TOWN OF BALSAM LAKE - POLK COUNTY","271","271","233","37"
"2020 General Election","49008","TOWN OF BEAVER - POLK COUNTY","147","147","132","20"
"2020 General Election","49010","TOWN OF BLACK BROOK - POLK COUNTY","259","257","243","27"
"2020 General Election","49012","TOWN OF BONE LAKE - POLK COUNTY","122","120","114","16"
"2020 General Election","49014","TOWN OF CLAM FALLS - POLK COUNTY","115","110","84","0"
"2020 General Election","49016","TOWN OF CLAYTON - POLK COUNTY","173","173","165","34"
"2020 General Election","49018","TOWN OF CLEAR LAKE - POLK COUNTY","119","119","91","19"
"2020 General Election","49020","TOWN OF EUREKA - POLK COUNTY","396","394","369","126"
"2020 General Election","49022","TOWN OF FARMINGTON - POLK COUNTY","391","384","369","66"
"2020 General Election","49024","TOWN OF GARFIELD - POLK COUNTY","370","361","349","42"
"2020 General Election","49026","TOWN OF GEORGETOWN - POLK COUNTY","253","253","206","59"
"2020 General Election","49028","TOWN OF JOHNSTOWN - POLK COUNTY","64","61","55","7"
"2020 General Election","49030","TOWN OF LAKETOWN - POLK COUNTY","203","200","176","0"
"2020 General Election","49032","TOWN OF LINCOLN - POLK COUNTY","692","691","652","234"
"2020 General Election","49034","TOWN OF LORAIN - POLK COUNTY","53","53","50","0"
"2020 General Election","49036","TOWN OF LUCK - POLK COUNTY","191","190","172","0"
"2020 General Election","49038","TOWN OF MCKINLEY - POLK COUNTY","47","47","40","0"
"2020 General Election","49040","TOWN OF MILLTOWN - POLK COUNTY","232","225","162","24"
"2020 General Election","49042","TOWN OF OSCEOLA - POLK COUNTY","1140","1136","1082","522"
"2020 General Election","49044","TOWN OF ST. CROIX FALLS - POLK COUNTY","261","259","222","81"
"2020 General Election","49046","TOWN OF STERLING - POLK COUNTY","100","100","83","9"
"2020 General Election","49048","TOWN OF WEST SWEDEN - POLK COUNTY","137","136","120","23"
"2020 General Election","49106","VILLAGE OF BALSAM LAKE - POLK COUNTY","189","180","164","0"
"2020 General Election","49111","VILLAGE OF CENTURIA - POLK COUNTY","97","96","89","19"
"2020 General Election","49112","VILLAGE OF CLAYTON - POLK COUNTY","36","35","32","13"
"2020 General Election","49113","VILLAGE OF CLEAR LAKE - POLK COUNTY","185","184","176","66"
"2020 General Election","49116","VILLAGE OF DRESSER - POLK COUNTY","151","151","145","27"
"2020 General Election","49126","VILLAGE OF FREDERIC - POLK COUNTY","233","225","205","49"
"2020 General Election","49146","VILLAGE OF LUCK - POLK COUNTY","231","229","209","0"
"2020 General Election","49151","VILLAGE OF MILLTOWN - POLK COUNTY","123","121","116","55"
"2020 General Election","49165","VILLAGE OF OSCEOLA - POLK COUNTY","852","849","793","302"
"2020 General Election","49201","CITY OF AMERY - POLK COUNTY","903","903","833","0"
"2020 General Election","49281","CITY OF ST. CROIX FALLS - POLK COUNTY","767","756","728","279"
"2020 General Election","50002","TOWN OF ALBAN - PORTAGE COUNTY","194","192","175","43"
"2020 General Election","50004","TOWN OF ALMOND - PORTAGE COUNTY","129","129","123","20"
"2020 General Election","50006","TOWN OF AMHERST - PORTAGE COUNTY","415","415","383","109"
"2020 General Election","50008","TOWN OF BELMONT - PORTAGE COUNTY","117","117","107","0"
"2020 General Election","50010","TOWN OF BUENA VISTA - PORTAGE COUNTY","199","199","175","25"
"2020 General Election","50012","TOWN OF CARSON - PORTAGE COUNTY","388","388","342","103"
"2020 General Election","50014","TOWN OF DEWEY - PORTAGE COUNTY","291","291","257","36"
"2020 General Election","50016","TOWN OF EAU PLEINE - PORTAGE COUNTY","252","252","196","37"
"2020 General Election","50018","TOWN OF GRANT - PORTAGE COUNTY","437","436","412","67"
"2020 General Election","50020","TOWN OF HULL - PORTAGE COUNTY","2488","2481","2409","1084"
"2020 General Election","50022","TOWN OF LANARK - PORTAGE COUNTY","475","470","447","142"
"2020 General Election","50024","TOWN OF LINWOOD - PORTAGE COUNTY","302","302","264","45"
"2020 General Election","50026","TOWN OF NEW HOPE - PORTAGE COUNTY","237","236","210","13"
"2020 General Election","50028","TOWN OF PINE GROVE - PORTAGE COUNTY","120","120","108","46"
